City,Lat,Lon,Max Temp,Humidity,Wind Speed,Country,Date,Clouds
toora-khem,52.47,96.11,-8.48,99,2.57,RU,1582766517,96
aquiraz,-3.9,-38.39,82.99,78,2.24,BR,1582766399,20
rocha,-34.48,-54.33,55.17,79,4.07,UY,1582766517,15
sicamous,50.83,-118.99,39.99,95,2.24,CA,1582766518,75
yaan,7.38,8.57,80.13,16,1.72,NG,1582766518,20
cap malheureux,-19.98,57.61,80.6,88,8.05,MU,1582766518,75
gladstone,-23.85,151.25,87.8,58,4.7,AU,1582766518,40
lavrentiya,65.58,-171.0,-3.23,73,2.68,RU,1582766519,0
tampa,27.95,-82.46,66.2,93,4.7,US,1582766449,90
phillipsburg,40.69,-75.19,46.4,87,17.22,US,1582766521,90
port lincoln,-34.73,135.87,63.36,53,8.97,AU,1582766521,4
waipawa,-41.41,175.52,71.6,60,27.51,NZ,1582766521,52
grinnell,41.74,-92.72,30.0,68,6.93,US,1582766270,40
hyeres,43.12,6.12,48.2,31,13.87,FR,1582766522,0
beringovskiy,63.05,179.32,1.8,91,10.27,RU,1582766522,100
mosquera,4.71,-74.23,55.4,87,6.93,CO,1582766481,40
berezovyy,51.67,135.7,9.86,75,4.56,RU,1582766522,0
lima,-12.04,-77.03,77.0,78,13.87,PE,1582766292,10
kurumkan,54.3,110.3,10.62,96,2.13,RU,1582766523,100
sal rei,16.18,-22.92,71.6,83,13.87,CV,1582766523,0
andradas,-22.07,-46.57,66.54,98,11.21,BR,1582766523,100
talakan,50.32,130.37,5.86,96,0.69,RU,1582766523,45
yunyang,33.45,112.71,39.47,83,9.44,CN,1582766523,100
sijunjung,-0.69,100.95,71.13,95,1.25,ID,1582766523,95
pangkalanbuun,-2.68,111.62,77.79,88,2.01,ID,1582766524,100
taoudenni,22.68,-3.98,67.95,11,9.24,ML,1582766524,0
kahului,20.89,-156.47,75.2,73,28.86,US,1582766426,40
zhanaozen,43.3,52.8,33.58,68,9.75,KZ,1582766524,0
burgeo,47.62,-57.62,30.92,78,10.76,CA,1582766524,70
bambous virieux,-20.34,57.76,80.6,88,8.05,MU,1582766524,75
teguldet,57.31,88.17,7.07,94,8.43,RU,1582766525,40
high rock,26.62,-78.28,76.82,81,19.71,BS,1582766525,63
alta floresta,-9.88,-56.09,75.04,92,1.97,BR,1582766525,88
conchas,-23.02,-48.01,69.91,95,7.14,BR,1582766457,100
san juan,-31.54,-68.54,82.58,21,10.18,AR,1582766525,0
mildura,-34.2,142.15,66.99,34,8.05,AU,1582766526,0
valley city,46.92,-98.0,15.8,92,6.93,US,1582766526,75
asyut,27.18,31.18,53.6,71,4.7,EG,1582766526,0
bilma,18.69,12.92,64.15,18,6.89,NE,1582766526,0
san luis,-33.3,-66.34,71.58,29,3.94,AR,1582766451,5
baherden,38.44,57.43,42.62,45,2.95,TM,1582766355,96
san ramon,37.78,-121.98,75.99,35,9.17,US,1582766278,1
winneba,5.35,-0.62,79.95,91,4.16,GH,1582766529,67
alyangula,-13.85,136.42,78.8,88,4.7,AU,1582766529,90
pizhanka,57.46,48.54,27.18,96,12.44,RU,1582766529,93
faya,18.39,42.45,57.2,30,5.82,SA,1582766529,40
college,64.86,-147.8,7.0,54,3.36,US,1582766530,1
angoche,-16.23,39.91,73.54,97,5.14,MZ,1582766530,100
qandala,11.47,49.87,71.67,78,1.48,SO,1582766530,63
srednekolymsk,67.45,153.68,-3.06,95,18.61,RU,1582766530,96
gazli,40.13,63.45,39.49,50,7.34,UZ,1582766530,100
san patricio,19.22,-104.7,78.8,78,4.72,MX,1582766530,20
kandrian,-6.22,149.55,89.24,58,3.11,PG,1582766531,62
sistranda,63.73,8.83,26.01,53,29.97,NO,1582766531,86
greenville,35.61,-77.37,64.4,93,6.93,US,1582766257,75
moerai,-22.43,-151.33,80.15,73,10.33,PF,1582766286,95
karakol,42.49,78.39,31.57,54,2.59,KG,1582766531,95
ampanihy,-24.7,44.75,66.56,74,6.91,MG,1582766531,0
ixtapa,20.7,-105.2,75.2,73,8.05,MX,1582766532,20
iracoubo,5.48,-53.2,78.53,69,10.83,GF,1582766532,78
raga,8.46,25.68,67.24,20,3.76,SS,1582766532,0
maceio,-9.67,-35.74,77.0,88,3.36,BR,1582766532,77
souillac,-20.52,57.52,80.6,88,8.05,MU,1582766532,75
hamilton,39.18,-84.53,30.99,80,20.8,US,1582766532,90
coihueco,-36.62,-71.83,75.2,41,8.05,CL,1582766533,44
ostersund,63.18,14.64,14.0,84,9.17,SE,1582766533,0
nhulunbuy,-12.23,136.77,87.8,70,13.87,AU,1582766508,40
santona,43.44,-3.46,54.0,66,5.82,ES,1582766533,20
mutsu,41.29,141.22,35.6,51,6.93,JP,1582766534,75
aklavik,68.22,-135.01,-7.6,75,4.7,CA,1582766534,75
kidal,18.44,1.41,67.59,9,9.28,ML,1582766534,0
kadaya,50.93,119.29,-9.15,99,2.19,RU,1582766535,100
kamiiso,41.82,140.65,35.6,51,6.93,JP,1582766535,75
coari,-4.08,-63.14,77.11,86,2.3,BR,1582766535,87
tierralta,8.17,-76.06,75.06,88,3.69,CO,1582766536,81
yerbogachen,61.28,108.01,-1.35,100,2.21,RU,1582766536,93
porterville,36.07,-119.02,78.8,23,6.38,US,1582766266,1
pisco,-13.7,-76.22,75.2,83,19.46,PE,1582766336,75
tecoanapa,16.52,-98.75,81.43,59,5.77,MX,1582766537,0
ketchikan,55.34,-131.65,42.8,100,36.91,US,1582766537,90
lomza,53.18,22.06,36.09,87,10.29,PL,1582766537,100
jiexiu,37.02,111.91,36.84,79,3.65,CN,1582766537,100
porto nacional,-10.71,-48.42,75.9,89,0.87,BR,1582766537,100
dzaoudzi,-12.79,45.27,80.6,88,1.12,YT,1582766537,34
kashary,49.04,41.01,35.24,72,12.01,RU,1582766538,60
broken hill,-31.95,141.43,66.2,39,16.11,AU,1582766538,0
bhadasar,28.28,74.32,67.5,36,10.56,IN,1582766538,84
shenjiamen,29.96,122.3,50.09,80,16.22,CN,1582766538,66
salym,60.06,71.48,21.42,93,12.77,RU,1582766538,100
pangoa,-12.12,-73.0,73.69,90,0.78,PE,1582766539,100
staropesterevo,54.5,86.41,9.75,76,8.25,RU,1582766539,34
malinovoye ozero,51.68,79.78,32.38,84,16.96,RU,1582766539,100
fort nelson,58.81,-122.7,19.4,62,2.24,CA,1582766539,75
miyako,39.64,141.95,32.29,95,7.7,JP,1582766268,100
port-gentil,-0.72,8.78,79.0,82,7.29,GA,1582766539,100
anzhero-sudzhensk,56.08,86.03,8.6,84,8.95,RU,1582766540,29
etchoropo,26.77,-109.67,69.01,60,3.0,MX,1582766540,0
sobolevo,54.43,31.9,34.07,97,8.77,RU,1582766540,100
petropavlovsk-kamchatskiy,53.05,158.65,28.4,54,4.47,RU,1582766540,94
conceicao da barra,-18.59,-39.73,81.34,78,20.47,BR,1582766540,0
blackwater,-23.58,148.88,85.66,62,6.26,AU,1582766541,1
kurilsk,45.23,147.88,19.04,72,9.62,RU,1582766541,66
mackay,-21.15,149.2,91.99,74,8.05,AU,1582766341,90
phan thiet,10.93,108.1,72.19,68,3.91,VN,1582766279,80
road town,18.42,-64.62,77.0,69,8.05,VG,1582766488,40
sri aman,1.24,111.46,77.0,94,1.54,MY,1582766541,75
sola,-13.88,167.55,87.8,79,5.82,VU,1582766542,75
sturgis,41.8,-85.42,27.0,86,11.41,US,1582766542,90
garowe,8.41,48.48,66.4,81,5.79,SO,1582766542,99
vaitape,-16.52,-151.75,82.63,66,4.05,PF,1582766542,22
playa vicente,17.83,-95.82,63.0,86,8.01,MX,1582766542,100
castrillon,43.4,-6.79,55.4,62,17.22,ES,1582766542,88
port antonio,18.18,-76.46,80.6,74,13.87,JM,1582766543,20
aleksandrov gay,50.15,48.57,35.49,80,14.34,RU,1582766543,98
ulkan,57.24,107.32,2.89,98,1.41,RU,1582766543,89
mawlamyine,16.49,97.63,74.26,57,4.41,MM,1582766543,100
nouadhibou,20.93,-17.03,69.8,60,12.75,MR,1582766543,0
sorland,67.67,12.69,38.37,54,29.37,NO,1582766525,100
pochutla,15.74,-96.47,82.4,65,9.48,MX,1582766544,40
bemidji,47.47,-94.88,17.6,66,3.36,US,1582766523,1
borogontsy,62.67,131.17,-9.51,96,2.15,RU,1582766544,1
barcelona,41.39,2.16,55.4,76,11.41,ES,1582766462,20
mattru,7.62,-11.83,76.68,84,2.53,SL,1582766545,10
estancia,-11.27,-37.44,82.4,74,11.41,BR,1582766545,40
ucluelet,48.93,-125.55,46.99,93,8.05,CA,1582766457,90
ngunguru,-35.62,174.5,75.99,69,3.0,NZ,1582766545,100
sheridan,44.83,-106.92,35.6,64,5.82,US,1582766497,20
pimentel,-6.84,-79.93,66.2,29,20.8,PE,1582766545,0
baracoa,20.35,-74.5,77.4,81,8.9,CU,1582766546,1
menongue,-14.66,17.69,63.99,91,3.56,AO,1582766546,100
iqaluit,63.75,-68.51,-27.0,67,9.17,CA,1582766546,5
timmins,48.47,-81.33,10.4,60,12.75,CA,1582766308,75
sarangani,5.4,125.46,81.48,71,12.44,PH,1582766546,100
kushima,31.46,131.23,55.4,58,13.87,JP,1582766546,20
diego de almagro,-26.37,-70.05,66.33,52,3.62,CL,1582766547,0
kodinar,20.79,70.7,68.18,41,8.32,IN,1582766547,0
codrington,-38.27,141.97,59.49,75,24.58,AU,1582766547,100
palmer,42.16,-72.33,46.99,70,12.75,US,1582766547,90
calama,-22.47,-68.93,60.8,63,19.46,CL,1582766547,20
bardiyah,31.76,25.09,63.14,53,12.82,LY,1582766548,75
beira,-19.84,34.84,73.4,94,4.7,MZ,1582766402,40
lagos,6.58,3.75,82.4,83,2.24,NG,1582766548,1
kranuan,16.71,103.08,71.6,68,4.7,TH,1582766548,70
ayagoz,47.97,80.44,28.24,75,0.51,KZ,1582766548,100
cape canaveral,28.41,-80.6,66.99,93,3.36,US,1582766459,75
huzhou,30.87,120.09,50.0,64,9.8,CN,1582766549,72
taiyuan,37.87,112.56,33.8,86,4.47,CN,1582766448,99
papar,5.73,115.93,84.2,79,4.7,MY,1582766549,20
saint-joseph,-21.37,55.62,77.0,78,4.7,RE,1582766549,94
atar,20.52,-13.05,69.15,11,8.59,MR,1582766550,0
yeppoon,-23.13,150.73,89.6,59,3.36,AU,1582766550,0
bambanglipuro,-7.95,110.28,77.54,83,2.95,ID,1582766550,100
acapulco,16.86,-99.89,78.8,74,4.12,MX,1582766411,20
xichang,27.9,102.26,37.08,91,6.22,CN,1582766551,1
tilichiki,60.47,166.1,5.16,78,8.95,RU,1582766551,100
bayir,37.27,28.22,59.0,62,11.41,TR,1582766551,75
arman,59.7,150.17,7.79,68,10.56,RU,1582766551,100
whitehorse,60.72,-135.05,25.0,79,20.8,CA,1582766552,75
murgab,37.5,61.97,33.8,80,6.93,TM,1582766552,90
lata,40.16,-8.33,52.0,87,2.24,PT,1582766552,75
kotido,2.98,34.13,74.21,57,6.33,UG,1582766552,22
batagay-alyta,67.8,130.41,1.98,64,6.29,RU,1582766552,75
alugan,12.22,125.48,78.85,84,15.97,PH,1582766553,88
solnechnyy,50.72,136.63,17.13,80,0.69,RU,1582766553,20
panalingaan,8.78,117.42,79.32,76,6.98,PH,1582766553,94
akdepe,42.06,59.38,26.6,73,4.7,TM,1582766553,48
amuntai,-2.42,115.25,77.04,93,1.16,ID,1582766455,100
